Вопрос;Класс;;;;;;;;;;;;;;;;;;;;;;;;
Из таблицы patent_applications найти все записи, где filing_date между '2022-01-01' и GETDATE(), вывести inventor_name, invention_title, application_status.;0;;;;;;;;;;;;;;;;;;;;;;;;
Из таблицы programming_contest_participants вывести student_name, university, total_score, problem_level, где total_score > 80 и problem_level = 'Advanced'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти все flight_numbers из таблицы flights, где actual_arrival_time - scheduled_arrival_time > 120 и departure_airport = 'LHR' за последние 7 дней, вывести delay_reason, scheduled_departure, actual_arrival.;0;;;;;;;;;;;;;;;;;;;;;;;;
Из таблицы employees, где department = 'Scientific Publications' и role = 'Editor', вывести employee_name, experience_years, specialization отсортировав по published_books_count в порядке убывания.;0;;;;;;;;;;;;;;;;;;;;;;;;
Из таблицы vehicles найти все записи, где last_inspection_date между DATEADD(month, -6, GETDATE()) и GETDATE(), вывести make, model, owner_name.;0;;;;;;;;;;;;;;;;;;;;;;;;
Из таблицы beauty_contestants вывести full_name, age, height, hobbies, sponsors, где age между 18 и 25.;0;;;;;;;;;;;;;;;;;;;;;;;;
Из таблицы orders найти все записи за последние 7 дней, вывести order_id, total_cost, shipping_method, где категория товара category_name = 'Sports Equipment'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Из таблицы support_staff вывести employee_name, languages, certifications, customer_rating, где department = 'Technical Support' и customer_rating > 4.5, отсортировав по customer_rating в порядке убывания.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести информацию о всех активных стройках, упорядочив по убыванию сметной стоимости, с указанием адреса и генподрядчика.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти сотрудников научно-исследовательского института, работающих над проектом по изучению климата, вывести их имена, должности и публикации.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать зарегистрированные домены, срок которых истекает в ближайшие 30 дней, с именами владельцев и датами окончания.;0;;;;;;;;;;;;;;;;;;;;;;;;
Из списка участников легкоатлетических соревнований вывести информацию о тех, кто специализируется на прыжках в длину или высоту, упорядочив по личным рекордам.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти банковские счета, по которым за последний месяц было больше 10 транзакций, вывести номера, типы, балансы и имена владельцев.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать метеорологов из отдела прогнозирования погоды с указанием их специализации и опыта работы, упорядочив по опыту.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести поданные за последний год заявки на патенты с именами изобретателей, названиями изобретений и текущим статусом заявки.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти участников олимпиады по программированию с общим баллом выше 80, решавших задачи продвинутого уровня, вывести их имена, университеты и баллы.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать рейсы авиакомпании, задержанные более чем на 2 часа на прошлой неделе, с указанием причин, времени вылета и прилета.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести редакторов научной литературы издательства с опытом работы, специализацией и количеством опубликованных книг, упорядочив по убыванию.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти транспортные средства, прошедшие техосмотр за последние 6 месяцев, вывести марки, модели и имена владельцев.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать участниц конкурса красоты в возрасте от 18 до 25 лет с указанием их имен, роста, хобби и спонсоров.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести заказы в интернет-магазине спортивных товаров за последнюю неделю с общей стоимостью, способом доставки и категорией товаров.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти сотрудников техподдержки телекомпании с указанием языков, сертификатов и рейтинга обслуживания, упорядочив по убыванию рейтинга.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести список всех активных вакансий в компании с указанием названия должности, требуемого опыта работы и заработной платы.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти все рейсы авиакомпании, следующие из Москвы в Лос-Анджелес, с указанием времени вылета, прибытия и авиакомпании.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать список всех зарегистрированных участников предстоящего марафона с указанием их имен, возраста и времени регистрации.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести информацию о всех проектах, находящихся в разработке в IT-компании, включая название проекта, ответственного менеджера и сроки реализации.;0;;;;;;;;;;;;;;;;;;;;;;;;
"Найти все книги в библиотеке, относящиеся к жанру ""фантастика"", с указанием автора, названия и года издания.";0;;;;;;;;;;;;;;;;;;;;;;;;
Показать список всех заказов в пиццерии за последние 24 часа, включая информацию о заказанных пиццах, общей стоимости заказа и времени доставки.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести информацию о всех пациентах ветеринарной клиники, чьи домашние животные были прооперированы в течение последнего месяца, с указанием вида операции и даты ее проведения.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти все автомобили в базе данных автосалона, имеющие гибридный двигатель и стоимость менее 30 000 долларов.;0;;;;;;;;;;;;;;;;;;;;;;;;
"Показать список всех студентов университета, обучающихся на факультете ""Бизнес и менеджмент"", с указанием их специализации и среднего балла.";0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести информацию о всех сотрудниках компании, работающих в отделе маркетинга, включая их должности, стаж работы и последние реализованные проекты.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти все рестораны в городе, специализирующиеся на итальянской кухне, с указанием их рейтинга, среднего чека и часов работы.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать список всех участников соревнований по боксу с указанием их весовой категории, количества побед и стран, которые они представляют.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести информацию о всех заявках на получение ипотечного кредита, поданных в течение последних 6 месяцев, включая имена заявителей, размер запрашиваемой суммы и статус заявки.;0;;;;;;;;;;;;;;;;;;;;;;;;
"Найти все товары в интернет-магазине электроники, относящиеся к категории ""Смартфоны"", с указанием производителя, модели, цены и рейтинга.";0;;;;;;;;;;;;;;;;;;;;;;;;
Показать список всех коктейлей с ромом в меню бара, рекомендованных барменом.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти последние вышедшие романы в жанре фэнтези в книжном магазине.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести информацию о спортивных секциях для детей от 7 до 10 лет в спортивном центре.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить все доступные экскурсии на выходные в городском туристическом агентстве.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать список всех велосипедных маршрутов в городе с оценкой сложности выше среднего.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти квартиры с панорамным видом на реку, доступные для покупки в агентстве недвижимости.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести все предложения по обмену книгами в местном сообществе любителей чтения.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить, какие фермерские рынки работают в субботу утром.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать все мастер-классы по гончарному делу для начинающих, доступные в этом месяце.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти рестораны в городе, где предлагают блюда из морепродуктов, пойманных в тот же день.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести список всех джазовых концертов, запланированных в городе на следующий месяц.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить, какие музеи предлагают бесплатный вход для студентов по воскресеньям.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать список всех авиарейсов в Барселону на следующей неделе с указанием времени вылета.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти все открытые вакансии в области цифрового маркетинга в IT-компаниях города.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести информацию о всех курсах повышения квалификации для учителей начальных классов.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить, какие конференции по виртуальной реальности пройдут в текущем году.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать список всех ботанических садов с экскурсиями на тему редких растений.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти все публичные лекции о космосе, запланированные в планетарии на следующий месяц.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести список блюд, приготовленных по традиционным рецептам разных стран, в международном фуд-корте.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить, какие магазины электроники предлагают скидки на ноутбуки для студентов.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести job_title, required_experience, salary из таблицы job_vacancies, где vacancy_status = 'Active'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти все flight_numbers, departure_time, arrival_time, airline_name из таблицы flights, где origin_airport = 'MOW' и destination_airport = 'LAX'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать participant_name, age, registration_datetime из таблицы marathon_participants, отсортировав по registration_datetime.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести project_name, project_manager, estimated_completion_date из таблицы projects, где project_status = 'In Development'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти book_title, author_name, publication_year из таблицы library_books, где genre = 'Science Fiction'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать order_details, total_cost, delivery_time из таблицы pizza_orders, где order_datetime между DATEADD(day, -1, GETDATE()) и GETDATE().;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести pet_name, pet_type, surgery_description, surgery_date из таблицы vet_clinic_patients, где surgery_date между DATEADD(month, -1, GETDATE()) и GETDATE().;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти make, model, price из таблицы cars, где engine_type = 'Hybrid' и price < 30000.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать student_name, major, gpa из таблицы students, где faculty = 'Business and Management'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести employee_name, position, department, years_of_experience, recent_projects из таблицы employees, где department = 'Marketing'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти restaurant_name, cuisine, rating, average_check, opening_hours из таблицы restaurants, где cuisine = 'Italian'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать boxer_name, weight_class, wins, country из таблицы boxing_competitors.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести applicant_name, loan_amount, application_status из таблицы mortgage_applications, где application_date между DATEADD(month, -6, GETDATE()) и GETDATE().;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти brand, model, price, rating из таблицы electronics_products, где category_name = 'Smartphones'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать productName, productID и stockQuantity всех товаров, где category = 'Джинсы' и stockQuantity > 0.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти productID и price для всех товаров в category = 'Обувь', где saleStatus = true.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести supplierName, contactInfo всех поставщиков (suppliers), у которых deliveryTimeDays < 7.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить orderID, customerName, deliveryAddress для всех заказов, где deliveryStatus = 'В процессе'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать employeeID, name, position для всех сотрудников, у которых department = 'Продажи'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти productName, size, color для всех товаров, где season = 'Лето' и stockQuantity > 5.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести campaignName, startDate, endDate для всех рекламных кампаний, где targetAudience = 'Молодежь'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить feedbackID, productID, customerComment для всех отзывов с оценкой (rating) выше 4.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать transactionID, date, totalAmount для всех продаж, где paymentMethod = 'Кредитная карта'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти customerID, email, totalSpent для всех клиентов, которые потратили более 10000 рублей за последний год.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести eventID, eventName, eventDate для всех мероприятий в магазине, запланированных на следующий месяц.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить returnID, reason, date для всех возвратов товаров, совершенных в течение последней недели.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать orderID, datePlaced, expectedDeliveryDate для всех заказов, сделанных за последние 30 дней.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти styleCode, description, availableSizes для всех моделей платьев, доступных в наличии.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести brandName, countryOfOrigin, yearEstablished для всех брендов, представленных в магазине.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить inventoryCheckDate, productID, discrepancyAmount для всех инвентаризаций, где были расхождения.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать shipmentID, origin, destination, shipmentDate для всех отправлений товаров на этой неделе.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти emailCampaignID, subjectLine, sentDate для всех email-рассылок, отправленных в текущем месяце.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести discountCode, discountPercentage, validUntil для всех активных промокодов.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить storageLocation, productID, lastStockedDate для всех товаров на складе, где stockQuantity < 3.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать vessel_name, current_location, next_port_of_call, estimated_arrival_time из таблицы ship_tracking для всех судов, где current_status = 'In Transit'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести artwork_title, artist_name, creation_year, material из таблицы art_collection для произведений, где estimated_value > 1000000, отсортировав по creation_year в порядке убывания.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти policy_number, insured_name, coverage_type, premium_amount, expiration_date из таблицы insurance_policies, где expiration_date между GETDATE() и DATEADD(year, 1, GETDATE()).;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать stock_ticker, company_name, current_price, daily_change из таблицы stock_prices для компаний, торгующихся на бирже 'NYSE'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести player_name, team_name, position, goals_scored, assists из таблицы soccer_players, где goals_scored + assists > 20, отсортировав по goals_scored в порядке убывания.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти product_name, category, price, discount_percentage из таблицы ecommerce_products, где discount_percentage > 30 и category = 'Electronics'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать event_name, event_date, venue, ticket_price из таблицы upcoming_events для мероприятий, запланированных на ближайшие 3 месяца.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести student_id, course_code, grade, professor_name из таблицы academic_records, где grade = 'A' или grade = 'A+'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти job_title, company_name, location, salary_range, job_type из таблицы job_listings, где job_type = 'Remote' и location = 'USA'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать product_name, ingredient_list, nutritional_info, expiration_date из таблицы grocery_products, где category = 'Dairy' и expiration_date > DATEADD(week, 2, GETDATE()).;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести artist_name, album_title, release_year, genre из таблицы music_albums, где genre = 'Rock' и release_year между 1990 и 2000.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти property_address, property_type, number_of_bedrooms, listing_price, listing_date из таблицы real_estate_listings, где listing_date > DATEADD(month, -3, GETDATE()).;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать projectName, projectID, deadline для всех проектов, где status = 'Активный'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти taskID, description, assignedTo для всех задач (tasks), где priority = 'Высокий' и status = 'Не начато'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести employeeName, employeeID, role для всех сотрудников, у которых department = 'Разработка'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить meetingID, agenda, meetingDate для всех встреч, запланированных на следующую неделю.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать bugReportID, reportedBy, severity для всех ошибок, где status = 'Открыто'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти featureRequestID, requestDetails, requestedBy для всех запросов на новые функции, где approvalStatus = 'Ожидает рассмотрения'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести sprintID, sprintGoals, startDate, endDate для всех спринтов, запланированных на следующий месяц.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить commentID, taskID, author, commentText для всех комментариев к задачам, добавленных в последние 3 дня.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать documentationID, title, lastUpdated для всех технических документаций, обновленных за последний месяц.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти releaseID, versionNumber, releaseDate для всех релизов продукта, запланированных в текущем квартале.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести trainingSessionID, topic, trainer, sessionDate для всех обучающих сессий для разработчиков.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить holidayRequestID, employeeID, startDate, endDate для всех запросов на отпуск, поданных в этом месяце.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать codeReviewID, reviewedBy, date, commentsCount для всех код-ревью, выполненных на этой неделе.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти clientID, clientName, contactInfo для всех клиентов, с которыми были заключены контракты в текущем году.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести expenseReportID, projectID, amount, description для всех отчетов о расходах, связанных с проектами.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить meetingRoomID, roomName, capacity, availability для всех переговорных комнат, доступных завтра.;0;;;;;;;;;;;;;;;;;;;;;;;;
Показать deploymentID, environment, deploymentDate, status для всех развертываний на продуктивной среде в последнем квартале.;0;;;;;;;;;;;;;;;;;;;;;;;;
Найти feedbackID, projectID, providedBy, feedbackText для всех отзывов о проектах от клиентов.;0;;;;;;;;;;;;;;;;;;;;;;;;
Вывести onboardingID, newEmployee, mentor, onboardingDate для всех процессов адаптации новых сотрудников.;0;;;;;;;;;;;;;;;;;;;;;;;;
Определить riskID, riskDescription, mitigationPlan для всех рисков проекта, где riskLevel = 'Высокий'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show customer_name, order_date, total_amount, payment_method from the orders table where order_status = 'Pending' and order_date > DATEADD(day, -7, GETDATE()).;0;;;;;;;;;;;;;;;;;;;;;;;;
Find employee_name, department, hire_date, salary from the employees table where department = 'Sales' and hire_date < '2020-01-01', order by salary desc.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display product_name, brand, model_year, color, price from the vehicles table where vehicle_type = 'Car' and model_year > 2018.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show patient_name, date_of_birth, diagnosis, treatment_plan from the medical_records table where diagnosis like '%cancer%'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find book_title, author, genre, publication_year from the book_catalog table where genre = 'Mystery' and publication_year between 2000 and 2010.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display flight_number, origin, destination, scheduled_departure, scheduled_arrival from the flights table where airline = 'American Airlines' and scheduled_departure > GETDATE().;0;;;;;;;;;;;;;;;;;;;;;;;;
Show contractor_name, project_name, project_start_date, project_end_date from the construction_projects table where project_status = 'In Progress'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find student_name, major, gpa, graduation_year from the students table where gpa >= 3.5 and graduation_year = 2023, order by gpa desc.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display product_name, category, price, stock_quantity from the inventory table where stock_quantity < 10 and category = 'Electronics'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show website_url, domain_owner, registration_date, expiration_date from the domain_registry table where expiration_date < DATEADD(month, 3, GETDATE()).;0;;;;;;;;;;;;;;;;;;;;;;;;
Find movie_title, director, genre, release_year, runtime from the movies table where genre = 'Action' and release_year = 2022.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display athlete_name, sport, event, medal from the olympic_results table where medal = 'Gold' and sport = 'Swimming'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show destinationName, destinationID, and popularityScore for all destinations where isTrending = true.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find bookingID, customerName, travelDate for all bookings where travelDate is within the next 30 days.;0;;;;;;;;;;;;;;;;;;;;;;;;
List hotelID, hotelName, city, rating for all hotels in 'Paris' with a rating above 4 stars.;0;;;;;;;;;;;;;;;;;;;;;;;;
Determine flightID, departureCity, arrivalCity, departureTime for all flights departing from 'New York' to 'London' tomorrow.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display packageID, packageName, pricePerPerson for all travel packages under $500.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find reviewID, customerID, reviewText, rating for all reviews with a rating of 5 stars.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show carRentalID, companyName, location, dailyRate for all car rentals in 'Los Angeles' available next weekend.;0;;;;;;;;;;;;;;;;;;;;;;;;
Identify activityID, activityName, location, price for all activities in 'Hawaii' that are suitable for families.;0;;;;;;;;;;;;;;;;;;;;;;;;
List ticketID, event, eventDate, ticketPrice for all tickets to concerts happening in 'Berlin' in the next month.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display guideID, name, languagesSpoken for all tour guides who speak Spanish in 'Barcelona'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find customerQueryID, queryText, responseStatus for all customer queries received last week that are still unresolved.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show loyaltyMemberID, memberName, pointsAccumulated for all loyalty members with over 1000 points.;0;;;;;;;;;;;;;;;;;;;;;;;;
List insurancePolicyID, policyType, coverageAmount for all travel insurance policies covering 'Medical' expenses.;0;;;;;;;;;;;;;;;;;;;;;;;;
Determine feedbackID, serviceRated, comments, satisfactionScore for all feedback submitted on hotel stays.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display currencyExchangeID, currencyFrom, currencyTo, exchangeRate for the exchange rate from USD to EUR.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find travelAlertID, destination, alertType, dateIssued for all travel alerts issued for 'Thailand' in the last month.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show visaInformationID, country, visaRequirement, processingTime for visa requirements for US citizens traveling to 'India'.;0;;;;;;;;;;;;;;;;;;;;;;;;
List airportTransferID, type, price, availability for all private airport transfers in 'Dubai'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display groupTourID, tourName, maxGroupSize, availableSlots for all group tours to 'Machu Picchu' with available slots next month.;0;;;;;;;;;;;;;;;;;;;;;;;;
Identify specialOfferID, offerDetails, validUntil for all special offers on European river cruises available until the end of the year.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show the total number of steps taken by user JohnDoe in the last week.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find all workouts for user123 that lasted longer than 45 minutes.;0;;;;;;;;;;;;;;;;;;;;;;;;
List the top 5 users with the most distance run in the month of August.;0;;;;;;;;;;;;;;;;;;;;;;;;
Determine the average sleep duration for all users in the past month.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display all meal entries for JaneSmith that exceed 600 calories.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find the longest bike ride distance recorded by any user this year.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show the total water intake for user456 on the hottest day of the year.;0;;;;;;;;;;;;;;;;;;;;;;;;
List all users who have achieved their weight loss goal set in January.;0;;;;;;;;;;;;;;;;;;;;;;;;
Determine the number of users who have logged a workout every day for the past 30 days.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display the most popular workout type among users aged 20-30.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find the user with the highest average heart rate during workouts in July.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show all instances when TomBrown burned more than 500 calories in a single workout session.;0;;;;;;;;;;;;;;;;;;;;;;;;
List the five least active users based on total steps taken last month.;0;;;;;;;;;;;;;;;;;;;;;;;;
Determine the total calorie intake for SallyMae on weekends in the last three months.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display the progress of user789 towards their yearly running distance goal.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find the day of the week when users are most likely to skip workouts.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show the average number of hours slept by users who log more than 3 workouts per week.;0;;;;;;;;;;;;;;;;;;;;;;;;
List all yoga sessions logged by NancyDrew with a duration longer than one hour.;0;;;;;;;;;;;;;;;;;;;;;;;;
Determine the most common time of day for GaryOak to log a run.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display the total elevation gain for all hikes recorded in the app during September.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show product_name, category, description, price from the products table where category = 'Furniture' and price > 1000, order by price desc.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find customer_name, email, phone_number, city from the customers table where country = 'USA' and state = 'CA'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display invoice_number, order_date, total_amount, payment_status from the invoices table where payment_status = 'Overdue' and order_date < DATEADD(month, -3, GETDATE()).;0;;;;;;;;;;;;;;;;;;;;;;;;
Show employee_name, job_title, department, hire_date from the employees table where job_title = 'Manager' and department = 'Sales', order by hire_date asc.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find vendor_name, product_name, quantity_in_stock, reorder_level from the inventory table where quantity_in_stock < reorder_level and vendor_name = 'Vendor X'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display course_name, instructor_name, start_date, end_date from the course_schedule table where course_name like '%Database%'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show ticket_number, event_name, event_date, seat_number from the event_tickets table where event_date > GETDATE() and seat_number like 'A%'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find student_name, course_code, grade, semester from the student_records table where grade = 'A' and semester = 'Spring 2023'.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display property_address, city, state, listing_price from the real_estate_listings table where state = 'NY' and listing_price < 300000.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show movie_title, director, genre, release_year from the movies table where genre = 'Comedy' and release_year between 2010 and 2015, order by release_year desc.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find employee_name, department, salary, hire_date from the employees table where department = 'IT' and salary between 60000 and 80000, order by hire_date asc.;0;;;;;;;;;;;;;;;;;;;;;;;;
Identify users who have improved their average running pace this month compared to last.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display the total number of completed meditation sessions for LisaRay in the current year.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find the highest number of daily steps recorded by any user and the date it happened.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show the percentage of users who have reached their daily hydration goal consistently for a week.;0;;;;;;;;;;;;;;;;;;;;;;;;
List all MikeTyson's strength training sessions that lasted less than 30 minutes.;0;;;;;;;;;;;;;;;;;;;;;;;;
Calculate the average daily protein intake for users who have logged food for at least 90 consecutive days.;0;;;;;;;;;;;;;;;;;;;;;;;;
Find the user who has logged the most different types of workouts in the app.;0;;;;;;;;;;;;;;;;;;;;;;;;
Display the longest streak of daily workouts recorded by SarahConner.;0;;;;;;;;;;;;;;;;;;;;;;;;
Identify the day with the highest overall activity level across all users.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show calorie deficit trends for users targeting weight loss over the last six months.;0;;;;;;;;;;;;;;;;;;;;;;;;
List the types of workouts that have seen an increase in popularity this quarter.;0;;;;;;;;;;;;;;;;;;;;;;;;
Show book_title, author_name, genre, publication_year, number_of_pages from the books table where genre = 'Science Fiction' and number_of_pages > 500, order by number_of_pages desc.;0;;;;;;;;;;;;;;;;;;;;;;;;
Calculate the total distance cycled by `EvanRogers` this year compared to the previous year.;0;;;;;;;;;;;;;;;;;;;;;;;;
How can I access my account if I no longer have access to the email address I registered with?;0;;;;;;;;;;;;;;;;;;;;;;;;
What's the best way to clean a laptop keyboard without damaging it?;0;;;;;;;;;;;;;;;;;;;;;;;;
Can you suggest some eco-friendly alternatives to plastic wrap?;0;;;;;;;;;;;;;;;;;;;;;;;;
What strategies can I use to improve my sleep quality?;0;;;;;;;;;;;;;;;;;;;;;;;;
How do I start investing in stocks as a beginner?;0;;;;;;;;;;;;;;;;;;;;;;;;
What are some fun indoor activities for kids on rainy days?;0;;;;;;;;;;;;;;;;;;;;;;;;
How can I tell if my houseplant needs water?;0;;;;;;;;;;;;;;;;;;;;;;;;
What's the most efficient way to study for an exam?;0;;;;;;;;;;;;;;;;;;;;;;;;
